;"Oil";"Coal";"Gas";"Hydroelectricity";"Nuclear";"Biomass and Waste";"Wind";"Fuel Ethanol";"Solar, Tide, Wave, Fuel Cell";"Geothermal";"Biodiesel"
"1990-01-01 00:00:00";43,494841616;90,48512392600001;32,559443366;150,84571711;904,1726985399999;4,533333295;0;0;1,6314286043000001;0;
"1991-01-01 00:00:00";41,768618161;86,39110574;36,817143335000004;160,79142562;953,8576053300001;5,0361113369;0;0;1,6685714516000003;0;
"1992-01-01 00:00:00";42,665272553;79,597381927;36,003667866;195,17999817;974,31151893;5,161111158400001;0;0,034079983293;1,6542857411;0;
"1993-01-01 00:00:00";40,663593711;73,190687069;37,30165495;183,71428355;1059,93637049;4,830555390000001;0,0057142855956;0,20447988115000001;1,5914286149;0;
"1994-01-01 00:00:00";41,388369496;64,476600211;38,501399935;223,01999684;1036,30910672;5,350000036000001;0,014285713989;0,27263986867;1,6085714675;0;
"1995-01-01 00:00:00";37,212367951000004;61,38851771200001;36,122654396;206,27429711000002;1085,9681949100002;6,0916666515;0,014285713989;0,27263986867;1,6257143201;0;
"1996-01-01 00:00:00";32,846434550000005;60,841215727000005;31,119959887;184,08572249000002;1143,8576015;6,663888935300001;0,020000000515;0,44303979095;1,5657142197000002;0;
"1997-01-01 00:00:00";27,059148840000002;50,210214119;27,511616316;180,4314253;1138,51215112;7,547222441600001;0,031428572404;0,61343967834;1,6342857464;0;
"1998-01-01 00:00:00";24,209645324;41,566306170000004;23,760067903000003;175,6542865;1116,9424553200001;7,505555408;0,057142857119;0,71567965962;1,6914284721;0;
"1999-01-01 00:00:00";22,444927732;37,174000581;21,583314530000003;205,23429599;1134,94548598;8,7777779715;0,10571428212300002;0,6815996309700001;1,6628571674000001;0;
"2000-01-01 00:00:00";21,56802108;25,49689094;19,454170888;189,90286241000004;1195,1635791;9,891667040100002;0,22000001148000004;0,6815996309700001;1,6514284827;0;2,9450864155
"2001-01-01 00:00:00";20,827354063;16,574024648;20,003301109000002;211,10856247000004;1212,1758268;11,988889007;0,37428571977;0,6815996309700001;1,5685714781000002;0;2,9600360827000003
"2002-01-01 00:00:00";20,196848732;11,989499582;19,509073792000002;171,40570794;1257,3393036000002;12,722222146;0,7600000079400001;0,6815996309700001;1,5514286255000003;0;3,2191636475000003
"2003-01-01 00:00:00";17,617327525;13,174394220000002;16,844741973;167,33428917;1269,7485136;13,538888887000002;1,10857143718;0,57935970784;1,5600000518000001;0;3,6925700081000006
"2004-01-01 00:00:00";17,054245956;1,2143109785000001;14,560587876000001;169,36000257;1290,3908332;13,96944428;1,6971429889;0,57935970784;1,5057143519;0;3,8620000349000003
"2005-01-01 00:00:00";14,815955927000001;0;11,757963727000002;145,61428725;1306,6060770000001;13,936111537;2,7485715143;0,8519996114;1,40285712;0;6,039669503000001
"2006-01-01 00:00:00";13,978561037;0;12,970898295;159,25999885000002;1302,4848702;13,752777380000001;6,2342860393;1,7039992228;1,3628571306000001;0;5,895155588200001
"2007-01-01 00:00:00";12,933574136;0;11,545708667500001;162,93999834000002;1273,1181898;15,375000723000001;11,600000298700001;3,1694385358000003;2,2485714142;0;9,5378940701
"2008-01-01 00:00:00";12,75754013;0;10,0258382796;180,04857733000003;1272,1212662;16,205556010000002;16,25428571;5,4527971408;2,1371428723;0,014285713989;17,530987568
"2009-01-01 00:00:00";11,874814989;0;9,5352370803;161,22286373000003;1187,1302729000001;17,083332586;22,602857317;5,2624698648;2,4657142138;0,028571429141;20,809949768000003
"2010-01-01 00:00:00";11,833528489;0;8,0624316742;176,98571216;1242,6848058;17,816666888;28,414286907;5,7222333050000005;3,5142857134000005;0,028571429141;19,942869303000002
"2011-01-01 00:00:00";11,673421767999999;0;6,6627029079;126,40571405000001;1283,3606145;19,897221553;34,434286591;5,7886468852;8,822856898200001;0,028571429141;18,238605614
"2012-01-01 00:00:00";10,7106331484;0;5,8381224171;165,56286572000002;1234,6606873;20,075000059;42,608571651000005;5,3521687984;14,817143350000002;0;21,796628501
"2013-01-01 00:00:00";10,5251393004;0;3,742025769;199,57141639000002;1223,3334162;19,86388881;45,808571966;5,5239615760000005;16,957142434;0;21,482685955
"2014-01-01 00:00:00";10,106799477900001;0;0,19681364101;177,31714390000002;1266,6697037000001;20,788889001;49,282858853;5,5765356888;20,179999188;0;23,406210034
"2015-01-01 00:00:00";10,663510714400001;0;0,24743142499000004;153,65143135000002;1269,7636326000002;22,813888319;60,71142609;5,6168630627;24,148571542;0;24,193559871
"2016-01-01 00:00:00";10,5331866789;0;0,23564890917;169,44857665;1171,0697081;26,527776466;61,142858385;5,3065168616000005;26,371428561000002;0,0114285711912;22,459397778
